name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year,price_category
Chevrolet Aveo U-VA 1.2 LS,2008.0,160000.0,80000.0,Petrol,Individual,Manual,First Owner,Chevrolet,18.0,4210.526315789473,Budget
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,160000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,4500.0,Budget
Chevrolet Spark 1.0 LT,2012.0,125000.0,28000.0,Petrol,Individual,Manual,First Owner,Chevrolet,14.0,1866.6666666666667,Budget
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,525000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,11.0,5833.333333333333,Luxury
Hyundai Creta 1.6 VTVT S,2017.0,900000.0,14700.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,1470.0,Luxury
Maruti Alto LX,2000.0,61000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,26.0,2222.222222222222,Budget
Maruti Wagon R LXI BS IV,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,9.0,5000.0,Mid-Range
Hyundai Santro Xing XS,2009.0,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,Hyundai,17.0,5555.555555555556,Budget
Volkswagen Polo GT 1.0 TSI,2019.0,950000.0,24000.0,Petrol,Individual,Automatic,First Owner,Volkswagen,7.0,3000.0,Luxury
Tata Indigo CR4,2013.0,220000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,13.0,7142.857142857143,Budget
Hyundai Getz GLX,2007.0,110000.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,19.0,2700.0,Budget
Tata Bolt Revotron XM,2015.0,375000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,11.0,2500.0,Mid-Range
Datsun GO Plus T Option,2017.0,275000.0,80000.0,Petrol,Individual,Manual,First Owner,Datsun,9.0,8000.0,Budget
Hyundai i20 Magna 1.4 CRDi (Diesel),2012.0,310000.0,92686.0,Diesel,Dealer,Manual,Second Owner,Hyundai,14.0,6179.066666666667,Mid-Range
Tata Indica GLS BS IV,2010.0,90000.0,300000.0,Petrol,Individual,Manual,Third Owner,Tata,16.0,17647.058823529413,Budget
Volkswagen Vento Petrol Highline,2011.0,350000.0,90000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,15.0,5625.0,Mid-Range
Hyundai Santro LS zipPlus,2003.0,100000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,23.0,2500.0,Budget
Mahindra XUV500 AT W6 2WD,2017.0,1300000.0,40000.0,Diesel,Individual,Automatic,First Owner,Mahindra,9.0,4000.0,Luxury
Maruti Wagon R LXI,2014.0,70000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,12.0,6923.076923076923,Budget
Chevrolet Sail Hatchback LT ABS,2013.0,225000.0,80000.0,Diesel,Individual,Manual,First Owner,Chevrolet,13.0,5714.285714285715,Budget
Honda City 1.3 EXI,2002.0,145000.0,100000.0,Petrol,Individual,Manual,First Owner,Honda,24.0,4000.0,Budget
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,930000.0,20000.0,Diesel,Individual,Manual,First Owner,Ford,8.0,2222.222222222222,Luxury
Maruti Swift VXI,2019.0,550000.0,51000.0,Petrol,Individual,Manual,First Owner,Maruti,7.0,6375.0,Luxury
Maruti Alto LX BSIII,2008.0,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,6315.789473684211,Budget
Hyundai EON Era Plus Sports Edition,2014.0,280000.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,4153.846153846154,Mid-Range
Hyundai EON Magna Plus,2018.0,360000.0,6000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,666.6666666666666,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017.0,900000.0,15000.0,Petrol,Individual,Automatic,First Owner,Skoda,9.0,1500.0,Luxury
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Fiat Linea T Jet Emotion,2010.0,215000.0,77500.0,Petrol,Individual,Manual,Second Owner,Fiat,16.0,4558.823529411765,Budget
Renault Scala Diesel RxL,2013.0,550000.0,38500.0,Diesel,Individual,Manual,First Owner,Renault,13.0,2750.0,Luxury
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,187500.0,35000.0,Petrol,Individual,Manual,First Owner,Tata,8.0,3888.8888888888887,Budget
Maruti Gypsy King HT BSIV,2001.0,409999.0,49359.0,Petrol,Individual,Manual,Third Owner,Maruti,25.0,1898.423076923077,Mid-Range
Maruti 800 AC Uniq,2005.0,65000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,21.0,3181.818181818182,Budget
Maruti Wagon R LXI Minor,2008.0,200000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,3157.8947368421054,Budget
Maruti Wagon R VXI BS IV,2010.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,2941.176470588235,Budget
Toyota Innova 2.5 VX 8 STR,2012.0,800000.0,108731.0,Diesel,Individual,Manual,First Owner,Toyota,14.0,7248.733333333334,Luxury
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010.0,400000.0,80000.0,Diesel,Individual,Manual,First Owner,Toyota,16.0,4705.882352941177,Mid-Range
Tata Sumo Gold EX BSIII,2016.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata,10.0,5454.545454545455,Luxury
Mahindra Renault Logan 1.5 DLX Diesel,2014.0,150000.0,90000.0,Diesel,Individual,Manual,Third Owner,Mahindra,12.0,6923.076923076923,Budget
Toyota Etios GD,2014.0,500000.0,140000.0,Diesel,Individual,Manual,Second Owner,Toyota,12.0,10769.23076923077,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Nissan Micra Diesel XV,2013.0,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Nissan,13.0,6428.571428571428,Mid-Range
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,650000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault,9.0,4000.0,Luxury
Maruti Alto 800 LXI,2018.0,285000.0,14000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,1555.5555555555557,Mid-Range
Tata Aria Pleasure 4x2,2012.0,360000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,14.0,4666.666666666667,Mid-Range
Honda Accord 2.4 MT,2009.0,450000.0,55000.0,Petrol,Individual,Manual,Second Owner,Honda,17.0,3055.5555555555557,Mid-Range
Maruti Alto LXi,2011.0,275000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,15.0,3750.0,Budget
Chevrolet Cruze LT,2012.0,350000.0,74000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,4933.333333333333,Mid-Range
Ford Figo Aspire 1.5 TDCi Titanium,2020.0,530000.0,45000.0,Diesel,Dealer,Manual,First Owner,Ford,6.0,6428.571428571428,Luxury
Honda City i-DTEC ZX,2017.0,1025000.0,38000.0,Diesel,Dealer,Manual,First Owner,Honda,9.0,3800.0,Luxury
Honda BR-V i-DTEC VX MT,2017.0,950000.0,24000.0,Diesel,Dealer,Manual,First Owner,Honda,9.0,2400.0,Luxury
Honda WR-V i-VTEC VX,2017.0,725000.0,29976.0,Petrol,Dealer,Manual,First Owner,Honda,9.0,2997.6,Luxury
Honda City i VTEC VX,2017.0,919999.0,41000.0,Petrol,Dealer,Manual,First Owner,Honda,9.0,4100.0,Luxury
Honda Jazz 1.5 V i DTEC,2018.0,700000.0,15000.0,Diesel,Individual,Manual,First Owner,Honda,8.0,1666.6666666666667,Luxury
Honda Jazz 1.5 VX i DTEC,2015.0,725000.0,36000.0,Diesel,Dealer,Manual,First Owner,Honda,11.0,3000.0,Luxury
Honda BR-V i-VTEC VX MT,2017.0,840000.0,30646.0,Petrol,Dealer,Manual,First Owner,Honda,9.0,3064.6,Luxury
Maruti Wagon R VXI BS IV,2015.0,365000.0,23600.0,Petrol,Dealer,Manual,First Owner,Maruti,11.0,1966.6666666666667,Mid-Range
Honda City i DTEC SV,2014.0,665000.0,71318.0,Diesel,Dealer,Manual,First Owner,Honda,12.0,5486.0,Luxury
Maruti 800 Std,2003.0,50000.0,78098.0,Petrol,Individual,Manual,First Owner,Maruti,23.0,3254.0833333333335,Budget
Hyundai EON Era Plus,2014.0,225000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,2307.6923076923076,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Hyundai Santro Xing GL,2008.0,145000.0,67000.0,Petrol,Individual,Manual,First Owner,Hyundai,18.0,3526.315789473684,Budget
Ford Figo Aspire Facelift,2014.0,624000.0,14681.0,Diesel,Dealer,Manual,First Owner,Ford,12.0,1129.3076923076924,Luxury
Hyundai Verna 1.4 VTVT,2015.0,500000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,2083.3333333333335,Luxury
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017.0,750000.0,18054.0,Petrol,Dealer,Manual,First Owner,Ford,9.0,1805.4,Luxury
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai i10 Sportz,2011.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,15.0,1875.0,Mid-Range
Hyundai Xcent 1.1 CRDi Base,2017.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai,9.0,8000.0,Mid-Range
Hyundai i20 Asta 1.4 CRDi,2016.0,680000.0,20000.0,Diesel,Individual,Manual,First Owner,Hyundai,10.0,1818.1818181818182,Luxury
Mahindra TUV 300 T8,2016.0,700000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,3636.3636363636365,Luxury
Tata Indigo CS eLS BS IV,2011.0,180000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,15.0,7500.0,Budget
Ford Fiesta 1.4 SXi TDCi ABS,2008.0,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford,18.0,6315.789473684211,Budget
Maruti Swift Dzire VXi,2010.0,370000.0,97000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,5705.882352941177,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Skoda Rapid 1.6 TDI PRESTIGE,2013.0,430000.0,88000.0,Diesel,Individual,Manual,First Owner,Skoda,13.0,6285.714285714285,Mid-Range
Maruti Swift ZDi,2014.0,550000.0,38406.0,Diesel,Dealer,Manual,First Owner,Maruti,12.0,2954.3076923076924,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Wagon R VXI BS IV,2015.0,390000.0,32260.0,Petrol,Dealer,Manual,First Owner,Maruti,11.0,2688.3333333333335,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Swift VXI,2012.0,370000.0,60000.0,Petrol,Dealer,Manual,First Owner,Maruti,14.0,4000.0,Mid-Range
Maruti Alto LXi BSIII,2010.0,190000.0,73350.0,Petrol,Dealer,Manual,First Owner,Maruti,16.0,4314.705882352941,Budget
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Honda City S,2013.0,450000.0,96987.0,Petrol,Dealer,Manual,First Owner,Honda,13.0,6927.642857142857,Mid-Range
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016.0,5500000.0,77350.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,10.0,7031.818181818182,Luxury
Maruti Swift Dzire VDI,2015.0,550000.0,61187.0,Diesel,Dealer,Manual,First Owner,Maruti,11.0,5098.916666666667,Luxury
Mahindra Xylo E6,2009.0,400000.0,68350.0,Diesel,Individual,Manual,First Owner,Mahindra,17.0,3797.222222222222,Mid-Range
Ford EcoSport 1.5 TDCi Titanium BSIV,2014.0,585000.0,81150.0,Diesel,Dealer,Manual,First Owner,Ford,12.0,6242.307692307692,Luxury
Hyundai Grand i10 1.2 Kappa Asta,2019.0,500000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,7.0,3750.0,Luxury
Maruti Ciaz ZXi,2015.0,800000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,11.0,2500.0,Luxury
Maruti Swift Vdi BSIII,2009.0,265000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,17.0,6666.666666666667,Budget
Ford Figo Diesel Titanium,2012.0,175000.0,180000.0,Diesel,Individual,Manual,First Owner,Ford,14.0,12000.0,Budget
Fiat Palio 1.2 Sport,2007.0,250999.0,50000.0,Petrol,Individual,Manual,Second Owner,Fiat,19.0,2500.0,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra Verito 1.5 D2 BSIII,2011.0,150000.0,280000.0,Diesel,Individual,Manual,First Owner,Mahindra,15.0,17500.0,Budget
Hyundai Creta 1.6 CRDi SX Option,2015.0,1025000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,11.0,7500.0,Luxury
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014.0,1030000.0,250000.0,Diesel,Individual,Manual,Second Owner,Toyota,12.0,19230.76923076923,Luxury
Chevrolet Cruze LT,2012.0,380000.0,90000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,6000.0,Mid-Range
Maruti Swift Dzire LDi,2010.0,250000.0,110000.0,Diesel,Individual,Manual,Third Owner,Maruti,16.0,6470.588235294118,Budget
Maruti Zen LX,2014.0,85000.0,15000000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,1153846.1538461538,Budget
Fiat Punto EVO 1.3 Dynamic,2016.0,500000.0,35000.0,Diesel,Individual,Manual,First Owner,Fiat,10.0,3181.818181818182,Luxury
Hyundai EON Era Plus,2018.0,350000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,1666.6666666666667,Mid-Range
Maruti Alto LXi BSIII,2010.0,190000.0,52000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,3058.823529411765,Budget
Volkswagen Jetta 1.9 TDI Trendline,2009.0,940000.0,140000.0,Diesel,Individual,Manual,First Owner,Volkswagen,17.0,7777.777777777777,Luxury
Maruti Swift VXI,2013.0,475000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,13.0,4285.714285714285,Mid-Range
Maruti Alto 800 LXI,2018.0,300000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,1888.888888888889,Mid-Range
Chevrolet Beat LS,2016.0,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,10.0,6363.636363636364,Budget
Maruti Zen LX,2001.0,93000.0,97000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,25.0,3730.769230769231,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Tata Indica GLS BS IV,2010.0,75000.0,300000.0,Petrol,Individual,Manual,First Owner,Tata,16.0,17647.058823529413,Budget
Mahindra XUV500 W8 2WD,2015.0,1000000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,11.0,10000.0,Luxury
Hyundai i20 Asta 1.4 CRDi,2015.0,550000.0,87000.0,Diesel,Individual,Manual,First Owner,Hyundai,11.0,7250.0,Luxury
Fiat Punto 1.3 Emotion,2010.0,285000.0,75000.0,Diesel,Individual,Manual,First Owner,Fiat,16.0,4411.764705882353,Mid-Range
Tata Indigo Grand Petrol,2014.0,240000.0,60000.0,Petrol,Individual,Manual,Second Owner,Tata,12.0,4615.384615384615,Budget
Hyundai Creta 1.6 VTVT S,2015.0,850000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,2083.3333333333335,Luxury
Hyundai i20 Active 1.2 SX,2016.0,650000.0,26000.0,Petrol,Individual,Manual,First Owner,Hyundai,10.0,2363.6363636363635,Luxury
Maruti Celerio Green VXI,2017.0,365000.0,78000.0,CNG,Individual,Manual,First Owner,Maruti,9.0,7800.0,Mid-Range
Hyundai i20 Active 1.2 SX,2016.0,650000.0,26000.0,Petrol,Individual,Manual,First Owner,Hyundai,10.0,2363.6363636363635,Luxury
Chevrolet Sail 1.2 Base,2015.0,260000.0,70000.0,Petrol,Individual,Manual,First Owner,Chevrolet,11.0,5833.333333333333,Budget
Tata Indigo Grand Petrol,2014.0,250000.0,100000.0,Petrol,Individual,Manual,First Owner,Tata,12.0,7692.307692307692,Budget
Tata New Safari 4X2,2007.0,550000.0,80000.0,Petrol,Individual,Manual,Second Owner,Tata,19.0,4000.0,Luxury
Maruti Wagon R LXI,2004.0,70000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,22.0,3913.0434782608695,Budget
Chevrolet Sail Hatchback LT ABS,2012.0,225000.0,80000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,5333.333333333333,Budget
Honda City 1.3 EXI,2002.0,145000.0,100000.0,Petrol,Individual,Manual,First Owner,Honda,24.0,4000.0,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto LX BSIII,2014.0,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,9230.76923076923,Budget
Hyundai EON Era Plus Sports Edition,2014.0,280000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,4230.7692307692305,Mid-Range
Hyundai EON Magna Plus,2018.0,360000.0,6000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,666.6666666666666,Mid-Range
Maruti Alto LXi,2011.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,15.0,2500.0,Budget
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017.0,900000.0,15000.0,Petrol,Individual,Automatic,First Owner,Skoda,9.0,1500.0,Luxury
Ambassador CLASSIC 1500 DSL AC,2005.0,120000.0,50000.0,Diesel,Individual,Manual,Second Owner,Ambassador,21.0,2272.7272727272725,Budget
Fiat Linea T Jet Emotion,2010.0,215000.0,90000.0,Petrol,Individual,Manual,Second Owner,Fiat,16.0,5294.117647058823,Budget
Renault Scala Diesel RxL,2016.0,550000.0,38500.0,Diesel,Individual,Manual,First Owner,Renault,10.0,3500.0,Luxury
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018.0,775000.0,35000.0,Petrol,Individual,Manual,First Owner,Tata,8.0,3888.8888888888887,Luxury
Maruti Gypsy King HT BSIV,2001.0,409999.0,49359.0,Petrol,Individual,Manual,First Owner,Maruti,25.0,1898.423076923077,Mid-Range
Maruti 800 AC Uniq,2005.0,65000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,21.0,3181.818181818182,Budget
Maruti Wagon R LXI Minor,2008.0,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,4736.8421052631575,Budget
Maruti Wagon R VXI BS IV,2010.0,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,2941.176470588235,Budget
Toyota Innova 2.5 VX 8 STR,2012.0,800000.0,108731.0,Diesel,Individual,Manual,First Owner,Toyota,14.0,7248.733333333334,Luxury
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010.0,400000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,16.0,7058.823529411765,Mid-Range
Maruti Wagon R VXI BSIII,2012.0,229999.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,14.0,2666.6666666666665,Budget
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,580000.0,120000.0,Petrol,Individual,Manual,First Owner,Ford,12.0,9230.76923076923,Luxury
Toyota Corolla H2,2005.0,175000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,21.0,4545.454545454545,Budget
Maruti Ritz VDi,2012.0,250000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,14.0,7333.333333333333,Budget
Hyundai EON Magna Plus,2014.0,320000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,6153.846153846154,Mid-Range
Nissan Micra Diesel XV,2013.0,300000.0,90000.0,Petrol,Individual,Manual,First Owner,Nissan,13.0,6428.571428571428,Mid-Range
Hyundai Verna SX AT Diesel,2009.0,245000.0,54000.0,Diesel,Dealer,Automatic,First Owner,Hyundai,17.0,3000.0,Budget
Hyundai EON Magna Plus,2018.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,2222.222222222222,Mid-Range
Maruti Zen LX - BS III,2006.0,70000.0,105700.0,Petrol,Individual,Manual,First Owner,Maruti,20.0,5033.333333333333,Budget
Maruti Celerio VXI Optional,2014.0,430999.0,14000.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,1076.923076923077,Mid-Range
Chevrolet Spark 1.0,2010.0,80000.0,70000.0,Petrol,Individual,Manual,First Owner,Chevrolet,16.0,4117.64705882353,Budget
Maruti Alto 800 LXI Optional,2019.0,275000.0,28000.0,Petrol,Dealer,Manual,First Owner,Maruti,7.0,3500.0,Budget
Maruti Eeco 7 Seater Standard BSIV,2017.0,350000.0,51000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,5100.0,Mid-Range
Maruti Alto 800 LXI Opt BSIV,2018.0,315000.0,56000.0,Petrol,Dealer,Manual,First Owner,Maruti,8.0,6222.222222222223,Mid-Range
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019.0,1100000.0,35000.0,Diesel,Individual,Automatic,First Owner,Volkswagen,7.0,4375.0,Luxury
Maruti Esteem Lxi - BSIII,2005.0,80000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,21.0,2727.2727272727275,Budget
Maruti Alto K10 VXI Optional,2014.0,285000.0,64000.0,Petrol,Dealer,Manual,Second Owner,Maruti,12.0,4923.076923076923,Mid-Range
Tata Indigo TDI,2009.0,100000.0,120000.0,Diesel,Individual,Manual,Third Owner,Tata,17.0,6666.666666666667,Budget
Maruti Alto LXi,2011.0,225000.0,37091.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,2318.1875,Budget
Volvo XC 90 D5 Inscription BSIV,2017.0,4500000.0,80000.0,Diesel,Individual,Automatic,First Owner,Volvo,9.0,8000.0,Luxury
Maruti Alto K10 VXI,2018.0,320000.0,38900.0,Petrol,Individual,Manual,Third Owner,Maruti,8.0,4322.222222222223,Mid-Range
Hyundai Creta 1.6 CRDi SX Plus,2016.0,1249000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,10.0,5454.545454545455,Luxury
Maruti Wagon R LXI Minor,2008.0,120000.0,110000.0,Petrol,Individual,Manual,First Owner,Maruti,18.0,5789.473684210527,Budget
Volkswagen Vento Diesel Trendline,2011.0,200000.0,100000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,15.0,6250.0,Budget
Hyundai Creta 1.6 CRDi SX,2016.0,1151000.0,85000.0,Diesel,Individual,Manual,First Owner,Hyundai,10.0,7727.272727272727,Luxury
Tata Indica Vista Quadrajet LS,2012.0,120000.0,140000.0,Diesel,Individual,Manual,First Owner,Tata,14.0,9333.333333333334,Budget
Renault KWID RXT,2017.0,220000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault,9.0,2000.0,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra TUV 300 T10 Dual Tone,2018.0,784000.0,40000.0,Petrol,Individual,Manual,First Owner,Mahindra,8.0,4444.444444444444,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai EON Era Plus,2018.0,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,2222.222222222222,Mid-Range
Mahindra XUV500 W7 AT BSIV,2018.0,1400000.0,50000.0,Diesel,Individual,Automatic,First Owner,Mahindra,8.0,5555.555555555556,Luxury
Mahindra Thar CRDe AC,2014.0,600000.0,100000.0,Diesel,Individual,Manual,First Owner,Mahindra,12.0,7692.307692307692,Luxury
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019.0,525000.0,9400.0,Petrol,Individual,Manual,First Owner,Hyundai,7.0,1175.0,Luxury
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,930000.0,12000.0,Diesel,Individual,Manual,First Owner,Ford,9.0,1200.0,Luxury
Maruti Eeco 5 STR With AC Plus HTR CNG,2017.0,440000.0,14100.0,CNG,Dealer,Manual,First Owner,Maruti,9.0,1410.0,Mid-Range
Maruti Celerio ZXI,2016.0,434999.0,21000.0,Petrol,Dealer,Manual,First Owner,Maruti,10.0,1909.090909090909,Mid-Range
Hyundai i10 Magna,2011.0,250000.0,28000.0,Petrol,Dealer,Manual,First Owner,Hyundai,15.0,1750.0,Budget
Maruti Ertiga SHVS ZDI Plus,2014.0,940000.0,35000.0,Diesel,Dealer,Manual,First Owner,Maruti,12.0,2692.3076923076924,Luxury
Hyundai Verna 1.6 CRDi AT SX,2017.0,1050000.0,31000.0,Diesel,Dealer,Automatic,First Owner,Hyundai,9.0,3100.0,Luxury
Maruti Ertiga SHVS ZDI,2016.0,825000.0,58000.0,Diesel,Dealer,Manual,First Owner,Maruti,10.0,5272.727272727273,Luxury
Maruti Wagon R VXI Minor,2012.0,229999.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,14.0,1666.6666666666667,Budget
Hyundai i20 1.2 Asta,2011.0,350000.0,72000.0,Petrol,Dealer,Manual,First Owner,Hyundai,15.0,4500.0,Mid-Range
Maruti Ertiga ZDI,2013.0,640000.0,89000.0,Diesel,Dealer,Manual,First Owner,Maruti,13.0,6357.142857142857,Luxury
Toyota Innova 2.5 V Diesel 8-seater,2012.0,800000.0,160000.0,Diesel,Dealer,Manual,First Owner,Toyota,14.0,10666.666666666666,Luxury
Ford Figo Petrol ZXI,2012.0,507500.0,30000.0,Petrol,Individual,Manual,Third Owner,Ford,14.0,2000.0,Luxury
Hyundai i10 Sportz 1.1L,2014.0,300000.0,37555.0,Petrol,Dealer,Manual,First Owner,Hyundai,12.0,2888.846153846154,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,440000.0,14000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,1076.923076923077,Mid-Range
Maruti Ertiga VXI CNG,2014.0,595000.0,56600.0,CNG,Dealer,Manual,First Owner,Maruti,12.0,4353.846153846154,Luxury
Mahindra Scorpio EX,2013.0,450000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,13.0,7857.142857142857,Mid-Range
Maruti Vitara Brezza VDi Option,2017.0,690000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,9.0,5000.0,Luxury
Maruti Alto 800 VXI,2019.0,300000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,7.0,7500.0,Mid-Range
Chevrolet Sail 1.2 Base,2014.0,170000.0,100000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,12.0,7692.307692307692,Budget
Toyota Etios Liva GD SP,2012.0,280000.0,120000.0,Petrol,Individual,Manual,First Owner,Toyota,14.0,8000.0,Mid-Range
